Application Status,Merit Score,Domicile,Province,Admission Test,SSC,Terminal Degree,Optional Subject 1,Optional Subject 2,Optional Subject 3,Optional Subject 4,Optional Subject 5,Optional Subject 6,Document Verified,English Marks,Offered
Application Fee Received,1026.364,OPEN,Punjab,80,918,951,0,0,0,0,0,0,0,0,No
Application Fee Received,1014.364,OPEN,Punjab,68,880,951,0,0,0,0,0,0,0,0,No
Challan Printed,947,OPEN,Punjab,42,911,910,181,148,176,47,166,45,0,0,No
Application Fee Received,798,OPEN,Punjab,52,725,756,159,111,99,158,45,44,1,0,No
Application Fee Received,960.636,OPEN,Punjab,46,918,919,83,0,0,0,0,0,0,0,No
Application Fee Received,1045.091,OPEN,Punjab,87,1001,973,175,0,0,0,0,0,1,0,No
Application Fee Received,1019.182,OPEN,Punjab,48,885,956,158,47,47,185,172,185,0,0,No
Application Fee Received,938.455,OPEN,Punjab,41,880,902,170,170,163,149,44,43,0,0,No
Application Fee Received,974,OPEN,Punjab,51,932,928,0,0,0,0,0,0,0,0,No
Application Fee Received,942,OPEN,Punjab,63,943,884,144,176,151,172,44,43,0,0,No
Application Fee Received,958,OPEN,Punjab,50,929,913,0,0,0,0,0,0,0,0,No
Application Fee Received,861,OPEN,Punjab,30,813,836,147,140,150,163,47,46,0,0,No
Application Fee Received,1021.091,OPEN,Punjab,65,958,961,162,194,181,166,48,47,0,0,No
Application Fee Received,978.273,OPEN,Punjab,49,956,934,156,162,181,38,179,48,0,0,No
Application Fee Received,993.818,OPEN,Punjab,61,1002,942,172,186,162,46,47,171,0,0,No
Application Fee Received,938.818,OPEN,Punjab,41,931,902,154,181,160,156,45,46,0,0,No
Challan Printed,999,OPEN,Punjab,57,892,947,173,178,166,48,170,46,0,0,No
Admission Fee Challan Printed,0,OPEN,Punjab,62,949,933,173,168,179,164,46,47,0,0,No
Application Fee Received,875,OPEN,Punjab,66,849,814,148,132,146,140,48,49,0,0,No
Application Fee Received,982.273,OPEN,Punjab,46,885,941,165,181,177,158,45,44,0,0,No
Application Fee Received,866,OPEN,Punjab,32,845,839,141,159,127,174,0,0,0,0,No
Application Fee Received,1009.545,OPEN,Punjab,64,867,950,167,183,180,167,47,46,0,0,No
Application Fee Received,1054.727,OPEN,Punjab,78,823,981,191,182,0,0,0,0,0,0,No
Application Fee Received,987.091,OPEN,Punjab,59,895,933,158,171,172,181,46,46,0,0,No
Application Fee Received,940,OPEN,Punjab,54,880,891,155,172,149,47,168,45,0,0,No
Application Fee Received,977,OPEN,Punjab,49,890,933,171,179,170,163,46,45,0,0,No
Application Fee Received,946,OPEN,Punjab,52,935,899,175,47,152,44,156,175,0,0,No
Application Fee Received,815,OPEN,Punjab,40,706,780,131,138,138,42,158,38,0,0,No
Application Fee Received,943,OPEN,Punjab,59,731,889,171,140,174,169,0,0,0,0,No
Application Fee Received,895,OPEN,Punjab,44,782,856,148,156,151,46,44,140,0,0,No
Application Fee Received,971.727,OPEN,Punjab,45,857,931,0,0,0,0,0,0,0,0,No
Application Fee Received,799,OPEN,Punjab,38,894,804,159,155,120,148,38,48,0,0,No
Challan Printed,936,OPEN,Punjab,51,900,890,161,172,45,45,154,165,0,0,No
Challan Printed,894,OPEN,Punjab,54,985,850,0,0,0,0,0,0,0,0,No
Application Fee Received,985,OPEN,Punjab,57,941,933,176,44,166,43,179,167,0,0,No
Admission Fee Challan Received,1064.909,OPEN,Punjab,80,926,969,186,173,185,46,0,171,1,0,Yes
Application Fee Received,970,OPEN,Punjab,52,855,923,153,177,183,45,164,46,0,0,No
Application Fee Received,969,OPEN,Punjab,50,917,924,177,172,171,150,45,46,0,0,No
Application Fee Received,879,OPEN,Punjab,52,905,832,152,157,154,136,43,42,0,0,No
Application Fee Received,906,OPEN,Punjab,42,870,869,138,43,164,157,44,171,0,0,No
Application Fee Received,851,OPEN,Punjab,46,792,810,149,142,133,46,46,139,1,0,No
Application Fee Received,962.818,OPEN,Punjab,41,935,926,166,172,172,164,45,42,0,0,No
Application Fee Received,928.364,OPEN,Punjab,58,860,875,0,0,0,0,0,0,0,0,No
Application Fee Received,1002,OPEN,Punjab,56,958,951,161,186,190,48,174,43,0,0,No
Application Fee Received,935,OPEN,Punjab,74,911,866,157,40,163,148,164,42,0,0,No
Application Fee Received,968,OPEN,Punjab,47,954,906,156,49,181,46,160,156,0,0,No
Challan Printed,736,OPEN,Punjab,0,830,756,154,0,0,0,0,0,0,0,No
Application Fee Received,875,OPEN,Punjab,52,793,828,143,42,44,150,148,139,1,0,No
Application Fee Received,939.909,OPEN,Punjab,59,811,885,160,169,144,41,173,45,0,0,No
Application Fee Received,1034,OPEN,Punjab,83,863,956,169,47,45,190,176,177,0,0,No
Application Fee Received,1005,OPEN,Punjab,58,946,957,185,160,188,48,185,46,0,0,No
Application Fee Received,1017.455,OPEN,Punjab,75,932,952,190,174,159,44,173,0,0,0,No
Challan Printed,922,OPEN,Punjab,52,846,875,0,0,0,0,0,0,0,0,No
Application Fee Received,986,OPEN,Punjab,64,943,927,157,43,47,186,163,168,0,0,No
Challan Printed,875.909,OPEN,Punjab,55,891,830,0,0,0,0,0,0,0,0,No
Challan Printed,958,OPEN,Punjab,64,880,899,0,0,0,0,0,0,0,0,No
Application Fee Received,992.273,OPEN,Punjab,61,965,936,170,183,165,173,0,0,0,0,No
Application Fee Received,1025.364,OPEN,Punjab,81,967,949,176,167,176,46,176,47,0,0,No
Challan Printed,969,OPEN,Punjab,47,856,927,0,0,0,0,0,0,0,0,No
Challan Printed,788,OPEN,Punjab,49,921,744,156,126,128,130,0,0,0,0,No
Application Fee Received,989.818,OPEN,Punjab,49,952,945,0,0,0,0,0,0,0,0,No
Application Received,882,OPEN,Punjab,0,970,887,159,176,166,47,149,43,0,0,No
Application Fee Received,966,OPEN,Punjab,34,874,937,172,152,191,165,49,47,0,0,No
Admission Fee Challan Received,1058.273,OPEN,Punjab,78,978,990,0,0,0,0,0,0,1,0,Yes
Challan Printed,1007.273,OPEN,Punjab,84,913,933,175,163,170,45,179,46,0,0,No
Application Fee Received,1002,OPEN,Punjab,50,917,957,162,176,185,179,46,46,0,0,No
Application Fee Received,1034.182,OPEN,Punjab,82,941,957,173,45,44,181,180,176,0,0,No
Admission Fee Challan Received,1060.727,OPEN,Punjab,82,903,963,0,0,0,0,0,0,1,0,Yes
Application Fee Received,967,OPEN,Punjab,64,962,908,0,0,0,0,0,0,0,0,No
Application Fee Received,1012.091,OPEN,Punjab,64,937,953,164,178,190,165,47,43,0,0,No
Application Fee Received,1024.909,OPEN,Punjab,70,904,959,178,46,181,46,175,0,0,0,No
Challan Printed,1048.273,OPEN,Punjab,84,922,974,183,0,195,0,0,0,0,0,No
Application Received,950,OPEN,Punjab,0,958,960,174,172,47,190,47,178,0,0,No
Application Fee Received,1022.727,OPEN,Punjab,72,991,960,170,174,187,46,172,0,1,0,No
Application Fee Received,1011.727,OPEN,Punjab,73,948,948,175,0,190,0,165,0,0,0,No
Challan Printed,959,OPEN,Punjab,44,920,920,152,45,44,174,175,171,0,0,No
Challan Printed,1015.545,OPEN,Punjab,64,843,956,0,0,0,0,0,0,0,0,No
Application Fee Received,954,OPEN,Punjab,44,864,915,156,44,45,172,179,167,0,0,No
Application Fee Received,1024.727,OPEN,Punjab,67,910,962,179,188,184,168,43,40,0,0,No
Application Fee Received,1004,OPEN,Punjab,54,882,955,0,0,0,0,0,0,0,0,No
Application Fee Received,1003,OPEN,Punjab,63,831,945,172,173,184,0,184,0,0,0,No
Application Fee Received,888,OPEN,Punjab,50,876,853,162,151,156,157,45,46,0,0,No
Application Fee Received,649,OPEN,Punjab,43,574,606,106,78,119,39,89,42,0,0,No
Challan Printed,1024.818,OPEN,Punjab,85,896,949,190,189,191,143,0,0,0,0,No
Application Fee Received,994,OPEN,Punjab,62,909,937,0,0,0,0,0,0,0,0,No
Application Fee Received,910,OPEN,Punjab,44,901,871,154,160,157,0,157,0,0,0,No
Challan Printed,1064.455,OPEN,Punjab,84,1011,985,185,170,198,173,46,50,0,0,No
Application Fee Received,924,OPEN,Punjab,48,738,881,0,0,0,0,0,0,0,0,No
Application Fee Received,996.727,OPEN,Punjab,58,878,943,166,0,177,0,162,0,0,0,No
Application Fee Received,1051.364,OPEN,Punjab,79,830,977,0,0,0,0,0,0,0,0,No
Application Fee Received,935,OPEN,Punjab,58,850,882,161,42,46,165,165,163,0,0,No
Challan Printed,1028.727,OPEN,Punjab,87,944,951,158,193,187,0,187,0,0,0,No
Admission Fee Challan Received,808,OPEN,Punjab,53,850,760,146,134,43,14,30,144,1,0,No
Application Fee Received,986,OPEN,Punjab,49,909,922,176,176,169,46,167,47,0,0,No
Challan Printed,886,OPEN,Punjab,0,814,871,178,41,172,47,154,0,0,0,No
Application Received,998,OPEN,,72,731,931,154,164,173,173,189,173,0,0,No
Challan Printed,999.727,OPEN,Punjab,77,935,927,176,190,169,0,0,0,0,0,No
Application Fee Received,876,OPEN,Punjab,59,737,822,148,166,136,153,0,0,0,0,No
Application Fee Received,972,OPEN,Punjab,46,922,931,0,0,0,0,0,0,0,0,No
Application Fee Received,784,OPEN,Punjab,0,714,789,0,0,0,0,0,0,0,0,No
Application Fee Received,940,OPEN,Punjab,65,883,880,189,155,144,0,157,0,0,0,No
Challan Printed,791,OPEN,Punjab,56,701,740,0,0,0,0,0,0,0,0,No
Application Fee Received,968,OPEN,Punjab,59,782,899,177,163,160,152,45,45,0,0,No
Application Fee Received,976,OPEN,Punjab,75,789,886,155,146,182,48,166,41,0,0,No
Application Fee Received,975.727,OPEN,Punjab,48,842,932,193,168,170,46,44,0,0,0,No
Application Fee Received,978,OPEN,Punjab,48,788,935,176,173,180,0,0,0,0,0,No
Application Received,919,OPEN,Punjab,47,888,877,165,140,163,42,168,44,0,0,No
Application Fee Received,1025,OPEN,Punjab,57,960,973,190,177,182,0,0,0,0,0,No
Application Fee Received,928,OPEN,Punjab,47,914,886,0,0,0,0,0,0,0,0,No
Application Fee Received,1002.091,OPEN,Punjab,76,731,931,158,173,189,167,45,47,0,0,No
Application Fee Received,1031.091,OPEN,Punjab,82,911,954,172,179,183,45,170,45,0,0,No
Application Fee Received,945.909,OPEN,Punjab,45,887,905,126,173,181,45,171,48,0,0,No
Application Received,818,OPEN,Punjab,54,717,769,142,119,151,117,0,0,0,0,No
Application Fee Received,988.182,OPEN,Punjab,76,898,917,170,163,169,167,43,43,0,0,No
Challan Printed,898,OPEN,Punjab,47,820,856,0,0,0,0,0,0,0,0,No
Application Received,897,OPEN,Punjab,54,865,848,0,0,0,0,0,0,0,0,No
Application Fee Received,745,OPEN,Punjab,50,884,705,124,131,147,41,83,0,0,0,No
Application Fee Received,1005,Bahawalpur,Punjab,62,930,948,178,180,170,180,0,0,0,0,No
Application Fee Received,857,OPEN,Punjab,57,683,805,135,138,152,44,34,165,0,0,No
Challan Printed,1014.545,OPEN,Punjab,74,890,945,0,0,0,0,0,0,0,0,No
Application Fee Received,947.455,OPEN,Punjab,63,875,889,168,0,0,0,0,0,0,0,No
Application Fee Received,908,Bahawalpur,Punjab,53,803,860,124,158,44,156,45,176,0,0,No
Application Fee Received,1006,OPEN,Punjab,80,861,931,0,0,0,0,0,0,0,0,No
Application Fee Received,992,Bahawalpur,Punjab,48,962,954,150,44,48,169,175,191,0,0,No
Application Fee Received,952,OPEN,Punjab,57,773,880,167,170,132,174,46,46,0,0,No
Application Received,961.182,OPEN,Punjab,43,764,923,0,0,0,0,0,0,0,0,No
Application Fee Received,1038.455,OPEN,Punjab,79,973,969,0,0,0,0,0,0,0,0,No
Challan Printed,987.909,OPEN,Punjab,80,895,917,0,0,0,0,0,0,0,0,No
Application Fee Received,1029,OPEN,Punjab,76,922,958,188,190,179,157,0,0,0,0,No
Challan Printed,986,OPEN,Punjab,53,915,938,186,172,169,48,169,0,0,0,No
Challan Printed,895.636,OPEN,Punjab,51,942,849,0,0,0,0,0,0,0,0,No
Challan Printed,984,OPEN,Punjab,69,841,925,0,0,0,0,0,0,0,0,No
Application Fee Received,1028.455,OPEN,Punjab,75,899,958,185,151,192,47,186,47,0,0,No
Challan Printed,948,OPEN,Punjab,50,778,903,151,172,173,169,44,43,0,0,No
Application Fee Received,1033.818,Bahawalpur,Punjab,85,779,953,181,184,189,42,48,156,1,0,Yes
Application Fee Received,822,Bahawalpur,Punjab,48,875,779,135,133,115,132,0,0,0,0,No
Admission Fee Challan Received,1000.545,Bahawalpur,Punjab,59,890,926,156,161,189,166,0,0,1,0,No
Application Received,900,Bahawalpur,Punjab,60,845,845,153,161,160,0,0,0,0,0,No
Application Received,1024.091,OPEN,Punjab,79,845,935,175,181,174,173,45,44,0,0,No
Challan Printed,765,OPEN,Punjab,53,831,717,133,136,48,40,0,107,0,0,No
Application Fee Received,853,OPEN,Punjab,64,783,794,123,167,129,45,147,42,0,0,No
Application Fee Received,1040.545,OPEN,Punjab,74,981,976,151,188,187,178,48,0,1,0,No
Application Fee Received,983.727,OPEN,Punjab,48,865,940,151,188,158,181,44,44,0,0,No
Application Fee Received,965,OPEN,Punjab,61,869,909,164,165,161,174,45,43,0,0,No
Application Fee Received,935,OPEN,Punjab,62,840,878,125,174,171,186,46,44,0,0,No
Application Fee Received,954.818,OPEN,Punjab,52,829,892,171,155,151,39,170,45,0,0,No
Application Fee Received,948,OPEN,Punjab,50,849,903,179,47,43,166,187,132,0,0,No
Application Fee Received,947.909,OPEN,Punjab,50,975,902,180,148,165,156,44,47,0,0,No
Application Fee Received,953,OPEN,Punjab,51,956,907,156,44,41,169,171,179,0,0,No
Application Fee Received,987.091,OPEN,Punjab,59,941,913,137,36,46,164,183,183,0,0,No
Application Fee Received,915,OPEN,Punjab,43,812,882,170,180,166,45,145,40,0,0,No
Application Fee Received,921,OPEN,Punjab,51,937,875,181,129,157,146,0,0,0,0,No
Application Fee Received,971,OPEN,Punjab,54,785,922,171,48,47,176,175,173,0,0,No
Application Fee Received,1000.727,OPEN,Punjab,79,923,926,127,180,181,186,48,46,0,0,No
Application Fee Received,1008,OPEN,Punjab,73,896,920,165,46,40,176,174,156,0,0,No
Challan Printed,1009.727,OPEN,Punjab,70,866,944,182,160,168,44,186,44,0,0,No
Challan Printed,725,OPEN,Punjab,46,715,689,107,45,46,113,106,137,0,0,No
Application Fee Received,850,OPEN,Punjab,52,719,803,128,154,158,0,156,0,0,0,No
Application Fee Received,908.909,OPEN,Punjab,51,893,842,151,44,151,169,143,45,0,0,No
Application Fee Received,950,OPEN,Punjab,59,809,876,148,145,157,0,169,0,0,0,No
Application Fee Received,949.636,OPEN,Punjab,53,886,901,150,42,44,169,188,153,0,0,No
Challan Printed,1019,OPEN,Punjab,63,956,941,161,153,169,48,189,0,0,0,No
Application Fee Received,953.636,OPEN,Punjab,65,820,893,164,0,0,0,0,0,0,0,No
Application Fee Received,968.636,OPEN,Punjab,61,890,912,154,143,179,188,41,43,0,0,No
Application Fee Received,875,OPEN,Punjab,44,915,836,168,43,157,140,135,0,0,0,No
Application Fee Received,957,OPEN,Punjab,57,877,905,177,41,41,172,164,151,0,0,No
Application Fee Received,852,OPEN,Punjab,49,961,808,146,156,139,37,145,0,0,0,No
Application Fee Received,920,OPEN,Punjab,52,924,873,153,158,157,44,171,44,0,0,No
Challan Printed,998.545,OPEN,Punjab,63,942,940,158,188,159,187,48,45,0,0,No
Application Fee Received,874,OPEN,Punjab,39,667,840,176,169,153,110,41,45,0,0,No
Challan Printed,974,OPEN,Punjab,50,829,929,146,169,180,39,190,49,0,0,No
Challan Printed,995,OPEN,Punjab,60,877,940,0,0,0,0,0,0,0,0,No
Application Fee Received,881,OPEN,Punjab,52,795,834,0,0,0,0,0,0,0,0,No
Application Fee Received,945,OPEN,Punjab,54,960,896,131,171,47,167,43,173,0,0,No
Application Fee Received,738,OPEN,Punjab,60,832,683,89,45,38,122,121,137,0,0,No
Application Fee Received,933.364,OPEN,Punjab,74,889,864,158,138,154,48,178,46,0,0,No
Application Fee Received,938.091,OPEN,Punjab,59,831,884,160,177,177,37,135,46,0,0,No
Challan Printed,973,OPEN,Punjab,57,905,921,177,174,43,155,41,177,0,0,No
Application Fee Received,910,OPEN,Punjab,43,834,872,114,46,40,172,156,187,0,0,No
Challan Printed,834,OPEN,Punjab,52,793,787,137,155,127,140,40,40,0,0,No
Application Fee Received,824,OPEN,Punjab,58,858,771,129,138,45,107,47,150,0,0,No
Application Fee Received,959,OPEN,Punjab,46,940,918,165,169,156,48,47,170,0,0,No
Application Fee Received,901,OPEN,Punjab,50,852,856,143,150,143,169,0,0,0,0,No
Application Fee Received,999.091,OPEN,Punjab,63,911,951,153,190,43,172,45,189,0,0,No
Application Fee Received,962,OPEN,Punjab,62,884,905,169,46,48,157,145,180,0,0,No
Application Fee Received,985.545,OPEN,Punjab,69,929,926,172,156,187,45,158,45,0,0,No
Challan Printed,980.545,OPEN,Punjab,76,886,909,168,179,48,170,39,163,0,0,No
Admission Fee Challan Received,1055,OPEN,Punjab,68,985,992,192,181,188,173,0,0,1,0,Yes
Application Fee Received,986,OPEN,Punjab,52,924,939,157,171,186,179,47,48,0,0,No
Application Fee Received,964.818,OPEN,Punjab,59,808,890,183,160,164,42,150,46,1,0,No
Application Fee Received,995,OPEN,Punjab,62,914,938,144,173,190,188,40,40,0,0,No
Application Fee Received,811,OPEN,Punjab,42,743,779,120,119,137,162,0,0,0,0,No
Application Fee Received,794,OPEN,Punjab,34,801,765,110,142,114,167,47,46,0,0,No
Application Fee Received,988,OPEN,Punjab,53,843,945,167,43,49,177,183,174,0,0,No
Application Fee Received,1034,OPEN,Punjab,57,939,982,196,181,195,154,47,44,0,0,No
Application Fee Received,968.273,OPEN,Punjab,69,855,904,142,175,178,165,48,46,0,0,No
Application Fee Received,1005,OPEN,Punjab,63,980,947,176,166,161,43,183,49,0,0,No
Application Fee Received,995,OPEN,Punjab,63,933,937,179,172,45,160,46,178,0,0,No
Application Fee Received,902,OPEN,Punjab,56,787,851,160,110,173,161,45,47,0,0,No
Application Fee Received,713,OPEN,Punjab,56,630,662,0,0,0,0,0,0,0,0,No
Application Fee Received,1050.909,OPEN,Punjab,85,939,975,173,188,186,181,0,0,1,0,Yes
Application Fee Received,1048.182,OPEN,Punjab,86,928,972,167,182,191,174,0,0,1,0,Yes
Challan Printed,755,OPEN,Punjab,53,819,707,130,47,111,102,128,0,0,0,No
Application Fee Received,915,OPEN,Punjab,42,975,878,151,175,153,46,46,146,0,0,No
Application Fee Received,873,OPEN,Punjab,44,793,834,145,49,41,156,147,144,0,0,No
Application Fee Received,873,OPEN,Punjab,55,825,823,159,45,47,145,125,148,0,0,No
Application Received,744,OPEN,Punjab,53,709,774,165,39,133,119,143,35,0,0,No
Application Fee Received,789,OPEN,Punjab,44,796,750,128,108,144,136,45,45,0,0,No
Application Fee Received,867,OPEN,Punjab,49,792,823,163,46,39,160,128,128,0,0,No
Application Fee Received,947,OPEN,Punjab,63,897,889,164,45,179,158,144,44,0,0,No
Application Fee Received,1023,OPEN,Punjab,62,929,946,44,183,176,167,178,46,0,0,No
Application Fee Received,951,OPEN,Punjab,65,891,891,0,0,0,0,0,0,0,0,No
Application Fee Received,832,OPEN,Punjab,50,799,787,0,0,0,0,0,0,0,0,No
Application Fee Received,1024,OPEN,Punjab,71,955,958,187,150,180,48,185,48,0,0,No
Application Fee Received,1022.182,OPEN,Punjab,67,821,960,173,176,185,182,44,46,0,0,No
Admission Fee Challan Received,1079.545,OPEN,Punjab,82,967,1007,0,0,0,0,0,0,1,0,Yes
Application Fee Received,638,OPEN,Punjab,40,713,603,0,0,0,0,0,0,0,0,No
Application Fee Received,982,OPEN,Punjab,54,835,933,0,0,0,0,0,0,0,0,No
Challan Printed,641,OPEN,Punjab,42,734,604,121,104,39,106,43,91,0,0,No
Application Fee Received,906,OPEN,Punjab,47,842,864,0,0,0,0,0,0,0,0,No
Application Fee Received,965,OPEN,Punjab,54,916,916,0,0,0,0,0,0,0,0,No
Application Fee Received,923,OPEN,Punjab,49,846,879,131,45,42,175,165,181,0,0,No
Application Fee Received,886,OPEN,Punjab,60,790,831,154,144,145,144,45,46,0,0,No
Application Fee Received,967,OPEN,Punjab,53,862,919,184,163,164,45,174,46,0,0,No
Application Fee Received,985,OPEN,Punjab,54,847,936,169,173,168,45,178,46,0,0,No
Application Fee Received,998,OPEN,Punjab,74,934,909,0,0,0,0,0,0,0,0,No
Application Fee Received,1004.364,Bahawalpur,Punjab,68,941,946,165,184,172,186,0,0,0,0,No
Application Fee Received,1040.455,OPEN,Punjab,72,927,973,0,0,0,0,0,0,1,0,No
Admission Fee Challan Received,1056.455,OPEN,Punjab,79,907,987,165,185,196,186,0,0,1,0,Yes
Application Fee Received,840,OPEN,Punjab,52,738,793,114,48,129,160,161,40,0,0,No
Application Fee Received,1016,OPEN,Punjab,78,911,943,186,47,168,46,181,161,0,0,No
Application Fee Received,788,OPEN,Punjab,51,919,727,98,37,149,44,107,151,1,0,No
Application Fee Received,897,OPEN,Punjab,69,781,833,148,46,163,162,145,39,0,0,No
Application Fee Received,796,OPEN,Punjab,49,668,752,0,0,0,0,0,0,0,0,No
Application Fee Received,1005,OPEN,Punjab,68,801,942,0,0,0,0,0,0,0,0,No
Application Fee Received,888,OPEN,Punjab,56,830,837,148,144,147,34,165,0,0,0,No
Application Fee Received,932,OPEN,Punjab,56,855,881,179,175,147,46,133,0,0,0,No
Challan Printed,859,OPEN,Punjab,48,703,816,0,0,0,0,0,0,0,0,No
Challan Printed,1013.636,OPEN,Punjab,79,914,939,153,47,46,185,171,179,0,0,No
Application Fee Received,986,OPEN,Punjab,63,872,928,172,168,171,167,47,45,0,0,No
Application Fee Received,1030.364,OPEN,Punjab,74,943,961,179,183,184,48,168,0,0,0,No
Application Fee Received,842,OPEN,Punjab,44,833,803,146,160,156,140,39,36,0,0,No
Application Fee Received,970.545,OPEN,Punjab,54,850,921,167,170,168,48,172,42,0,0,No
Challan Printed,967,OPEN,Punjab,42,856,930,158,183,172,166,44,0,0,0,No
Application Fee Received,1037.818,OPEN,Punjab,81,950,961,163,193,48,178,44,169,0,0,No
Challan Printed,978,OPEN,Punjab,48,835,935,172,156,182,47,181,45,0,0,No
Application Fee Received,921,OPEN,Punjab,50,822,876,169,160,129,172,0,0,0,0,No
Challan Printed,691,OPEN,Punjab,44,624,652,0,0,0,0,0,0,0,0,No
Application Fee Received,982,OPEN,Punjab,53,885,934,174,160,171,44,185,43,0,0,No
Application Fee Received,799,OPEN,Punjab,32,908,752,126,130,146,103,0,0,0,0,No
Application Fee Received,970,OPEN,Punjab,60,845,915,156,182,173,175,44,40,0,0,No
Application Fee Received,1003,OPEN,Punjab,76,906,932,165,177,45,167,47,170,0,0,No
Application Fee Received,903,OPEN,Punjab,51,928,857,152,173,160,115,47,49,0,0,No
Application Fee Received,965.909,OPEN,Punjab,58,992,912,161,173,170,47,164,44,0,0,No
Application Fee Received,864.273,OPEN,Punjab,55,862,814,156,112,157,48,146,33,0,0,No
Application Fee Received,945,OPEN,Punjab,58,956,892,159,164,169,0,151,0,0,0,No
Application Fee Received,1037,OPEN,Punjab,81,950,946,0,0,0,0,0,0,0,0,No
Application Fee Received,1035.727,OPEN,Punjab,78,914,962,177,182,184,170,0,0,0,0,No
Application Fee Received,963,OPEN,Punjab,56,864,912,157,167,172,47,180,45,0,0,No
Application Fee Received,652,OPEN,Punjab,43,720,614,105,80,124,85,45,40,0,0,No
Challan Printed,777,OPEN,Punjab,45,750,737,133,125,145,46,48,110,0,0,No
Application Fee Received,800,OPEN,Punjab,45,628,760,128,141,145,137,0,0,0,0,No
Admission Fee Challan Received,1060,OPEN,Punjab,81,937,984,177,188,179,188,0,45,1,0,Yes
Application Fee Received,995,OPEN,Punjab,74,977,926,158,145,46,189,47,185,0,0,No
Challan Printed,1060,OPEN,Punjab,80,868,985,0,0,0,0,0,0,0,0,No
Challan Printed,976,OPEN,Punjab,88,899,893,0,0,0,0,0,0,0,0,No
Application Fee Received,922.455,OPEN,Punjab,63,932,864,0,0,0,0,0,0,0,0,No
Application Fee Received,984,OPEN,Punjab,52,883,937,150,0,0,0,0,0,0,0,No
Application Fee Received,922,OPEN,Punjab,64,839,863,152,161,156,158,44,47,0,0,No
Application Fee Received,995.273,Bahawalpur,Punjab,72,724,928,163,171,162,192,43,43,0,0,No
Application Fee Received,899,OPEN,Punjab,58,825,846,155,160,158,131,0,0,0,0,No
Application Fee Received,985,OPEN,Punjab,63,860,927,158,176,177,48,171,0,0,0,No
Application Fee Received,854,OPEN,Punjab,37,763,859,135,41,44,168,148,185,0,0,No
Application Fee Received,882,OPEN,Punjab,46,856,841,134,41,153,164,171,41,0,0,No
Application Fee Received,948,OPEN,Punjab,55,866,898,158,46,43,162,174,169,0,0,No
Application Fee Received,953.909,OPEN,Punjab,46,819,912,177,171,184,145,44,44,0,0,No
Application Fee Received,1005,OPEN,Punjab,77,939,938,158,44,44,181,179,177,0,0,No
Application Fee Received,660,OPEN,Punjab,21,664,644,102,44,34,135,117,64,0,0,No
Application Fee Received,880,OPEN,Punjab,54,818,831,130,48,43,168,148,157,0,0,No
Challan Printed,984.727,OPEN,Punjab,72,908,922,168,170,155,179,0,0,0,0,No
Application Fee Received,703,OPEN,Punjab,57,748,651,44,127,22,98,140,93,0,0,No
Application Fee Received,979,OPEN,Punjab,73,886,911,163,48,45,157,173,159,0,0,No
Application Fee Received,1052.909,OPEN,Punjab,62,952,995,175,49,48,187,197,183,0,0,No
Application Fee Received,891,OPEN,Punjab,55,984,841,170,158,46,132,40,138,0,0,No
Challan Printed,949,OPEN,Punjab,67,804,887,159,183,161,156,42,42,0,0,No
Application Fee Received,1011,OPEN,Punjab,69,949,947,173,159,188,46,176,45,0,0,No
Application Fee Received,1045,OPEN,Punjab,63,929,987,177,45,46,192,176,193,0,0,No
Application Fee Received,983,OPEN,Punjab,59,971,929,162,44,42,174,175,181,0,0,No
Application Fee Received,798,OPEN,Punjab,0,772,808,157,0,0,0,0,0,0,0,No
Application Fee Received,872,OPEN,Punjab,56,852,821,0,0,0,0,0,0,0,0,No
Application Fee Received,1012.727,OPEN,Punjab,84,952,943,184,178,173,49,45,158,0,0,No
Application Fee Received,999,OPEN,Punjab,68,947,936,160,42,45,177,185,172,0,0,No
Application Fee Received,998.818,OPEN,Punjab,55,818,948,171,47,47,170,179,177,0,0,No
Application Fee Received,885.353,OPEN,Punjab,0,669,890,155,86,121,70,138,78,0,0,No
Challan Printed,889,OPEN,Punjab,54,776,840,151,106,175,45,174,39,0,0,No
Application Received,883,OPEN,Punjab,47,901,841,0,0,0,0,0,0,0,0,No
Application Fee Received,948.545,OPEN,Punjab,70,898,883,0,0,0,0,0,0,0,0,No
Application Fee Received,957.182,OPEN,Punjab,48,821,914,176,46,48,155,160,167,0,0,No
Challan Printed,910,OPEN,Punjab,52,942,863,161,132,164,48,149,48,0,0,No
Application Fee Received,795,OPEN,Punjab,45,720,755,96,153,161,122,0,0,0,0,No
Application Fee Received,1021,OPEN,Punjab,55,931,971,176,46,48,181,172,193,0,0,No
Application Fee Received,956.727,OPEN,Punjab,58,893,903,164,0,0,0,0,0,0,0,No
Application Fee Received,990.727,OPEN,Punjab,71,905,924,167,167,180,38,173,0,0,0,No
Application Fee Received,975.364,OPEN,Punjab,56,966,924,0,0,0,0,0,0,0,0,No
Application Fee Received,880,OPEN,Punjab,34,868,885,175,165,166,45,44,129,0,0,No
Application Fee Received,1009.545,OPEN,Punjab,75,892,939,155,174,185,47,172,0,0,0,No
Application Fee Received,1013.727,OPEN,Punjab,81,918,942,183,152,171,47,188,41,0,0,No
Application Fee Received,-30,OPEN,Punjab,0,0,0,0,0,0,0,0,,0,0,No
